id,BG,AG,HA,ED,HE,SE
14320,2, ,2,8,0,2
14321,1,3,2,8,2,0
14322,2,3,1,1,1,2
14323,2,4,0,0,2,0
14324,2,2,2,0,2,0
14325,0,1,0,4,0,0
14326,1,0,2,2,3,2
14327,1,3,0,3,0,0
14328,0,3,2,2, ,1
14329,2,0,1,5,2, 
14330, ,1,1,1,1,1
14331,0,4,1,3,1,0
14332,1,4, ,7,3,2
14333, ,1,0,5,1,1
14334,2,3,2,7,2,1
14335, ,0, ,4, ,1
14336,0,0,1,0,0,1
14337,1,4,0,8,1,2
14338,1,1,2,5, ,0
14339,0,1,2,3,1,1
14340,0,2, ,5,3,2
14341,1,4,1,8,3,0
14342,0, ,2,5, ,2
14343,0,4,1,10,2,2
14344,2,3, , ,2,1
14345,2,2,1,0,2,1
14346,1,4,2,9,2, 
14347,0,4,0,6, ,1
14348,1,4,2,6,3,1
14349,2,2,1,5,3,1
14350,0, , ,1,0,2
14351,0, ,0,7,1,2
14352,2,1,2, , ,0
14353,1,2,2,1,1,0
14354,0,4,2,3,3,2
14355,1,0,0,2,3,2
14356,1,4,0,2, ,2
14357,2,4, ,0,0,0
14358,2,0,1,1,2,1
14359,0,4,0,8,1,2
14360,2,3,2,4,0,2
14361, ,4,1,1, ,0
14362,0,0,2,9,1,0
14363,0,4, ,8, ,2
14364,1,0,0,4,2,0
14365, ,4,2,1,0,1
14366, ,0,0,10,2,2
14367, ,3,2,7,1,2
14368, ,3, ,7,3,0
14369,1,4,1,7,3,0
14370, ,4,2,4,3, 
14371,1,3,2, ,1,0
14372,1,4,1,4,2,0
14373,0, ,0,5,3,1
14374,2,3,1,8,3,2
14375,2,1,0,7,1,1
14376,2,3,0,0, ,1
14377, , ,0,4,1, 
14378,1,1,2,9,3,1
14379,2,3,2,8,1,2
14380,0,0,2,1,0,0
14381,0,4, ,8,3,1
14382,2,2,0,7,0,0
14383, ,2,0,3,0,1
14384,0,2,1, ,3,1
14385,2,0,1,5, ,2
14386, ,3,2,7,1,1
14387,1,2, ,0,0,1
14388,1,1,1,5,3,0
14389,2,1,0,4,3,0
14390,0,0,0,0,0,0
14391,0,0,0,5,3,2
14392,1,1,2,7,0,2
14393,2,4,0, ,2,0
14394,1,2,0,6,2,2
14395,1,2, ,2,3,2
14396,0,0,0,8, ,2
14397, ,2,0,6,2,2
14398,2, ,0, ,2,0
14399,1,3,0, ,1,1
14400, ,1,1,10,2,0
14401,2,0,0,9,3,0
14402,2, ,0,9,2,2
14403,2,0, , ,2,1
14404,0,3,2,1,0,0
14405,0, ,0,1,3,0
14406,1,2,1,7,0,1
14407,2,0,1,3, ,2
14408,2,3,1,1,3,2
14409,0,0,0,8,2, 
14410,2,2,0,10,1,0
14411,1,4,2,2,1, 
14412,2,1,0, ,2,2
14413,0,1,2, ,3,0
14414,2,2,0,0,2,0
14415,1,2,1,10,3,0
14416,0,4,1,2,1,0
14417, ,1, , ,2,2
14418,1,0,1,7,2,0
14419,1,1,1,2,3,0
14420,1,1,1,10,0,2
14421,2,3,1,2,2,1
14422,0,3,2, , ,2
14423,0,4,1, ,3,0
14424, ,3,1,0,1,0
14425,2, , ,3,2,1
14426,2,0,0,7,3,1
14427,2,4,2,4,0,1
14428,2,1,2,8,3,0
14429,1,0,1,1, ,1
14430,2,4,2,9,3,2
14431,1,2,1,7,3,1
14432,1,0,1,9,0,1
14433,0,4,0,2,0,0
14434,0,3,2,8,3,1
14435,2,4,2, ,1,0
14436,0,3,0,0,0,0
14437,1,3,0,7,3, 
14438,1,3,2,4,1,0
14439,0,1,2,1,1,2
14440,2, ,2,0,2,1
14441,1,4,0,4,0,1
14442,2,1,0,2,0,0
14443,1,4,1,3,2,2
14444,0,3,0,6,2, 
14445,1,2,0,5,3,1
14446,0,1, ,0,1,0
14447,1,1,1,5,2, 
14448,1,0,2,4,0,1
14449,2,3,1,3, ,0
14450,1,1,1,2,2,2
14451,0,1,0,0,3,1
14452,1,0,1,7,0,0
14453,0, ,1,1,3,0
14454,0,2,1,0,2,0
14455,1,3,1,0,3,0
14456,0,3,0,9, ,2
14457, ,0,1,3, ,2
14458,0,4,1,5,2,0
14459,0,1,0,9,3,1
14460,0,0,2,9,0,2
14461,1,1,1,8,1,2
14462,1,3,2, ,0,1
14463,1,2,1,5,3,0
14464,0,4,2,6, ,2
14465,1,1,2,0,1,1
14466,0,1,0,6,3,0
14467, ,2,1,3,3, 
14468,2,2,2,2,0,0
14469,1,0,1,2,1,2
14470,0,2,0,4,2,2
14471,0,4,0,6,0,0
14472,1,4,2,2,1,0
14473,0,2,2,6,2, 
14474,1,4,0, , ,2
14475,0,4,0,0,3,2
14476,2,3,0,7,0,1
14477,0,1,1,6, ,0
14478, ,2,0, ,0,2
14479,1,4,1,10,2,1
14480,1,3,2,0, ,2
14481,1,4,1,0, ,1
14482,2,3,2,7, ,0
14483,2,4,2,2,3, 
14484,1,2,0,1,3,1
14485,0,3,0,9,0,1
14486,0, ,0, , ,1
14487,2,1,2,5,3,0
14488,1,2,1,7, ,1
14489,2,1,2,6, ,0
14490,1,1,2,1,2,2
14491,2,4,2,6,1, 
14492,0,4,0,1,1,1
14493,1, ,0,8,1,2
14494,0,4,1,5,0,2
14495,2,0, ,1,3,1
14496, ,0,0,8, ,0
14497,2,4,1,9, ,0
14498,0,1,0,10,1,0
14499,0,0,2,5,0,1
14500,0,1,2,4,0,1
14501, ,0,1,3,2, 
14502,2,1,1, ,0, 
14503,1,4,2,4,3,2
14504,1,0, ,5,3,1
14505,1,2,1,5,3,2
14506,1,1,2,7,3, 
14507,0,2, ,0,0,2
14508,2,1,0,0,3,1
14509, ,4,0,0,0,2
14510, ,2,0,1,3,0
14511,0,0,0,0,2,2
14512,1,2,0,2,1,1
14513, , ,2,3, ,0
14514,2,2,1,3,2,0
14515,1,1,0,0,3,0
14516,0,0, ,3,3,0
14517,1,0,0,7,3,0
14518,2, ,1,5,0,1
14519,2, ,0, ,3,0
14520,1,1,2, ,3,1
14521,2,0,0,10,0,1
14522,0,1,1,5,2,2
14523, ,4,0,6,3,0
14524,0,0,0,6,2,1
14525, ,4,0,1,0,1
14526,0,3,2,7,2,2
14527, , , ,6,0, 
14528,2,1,2,7,0,0
14529,1,1,2,9, ,2
14530,2,3,1,10,0,0
14531,0,2,1,1, ,1
14532,1,3,1,9,2,0
14533,1,4,2,4,1,2
14534,0, ,1,6,3,2
14535,0,1, ,3, ,1
14536,0,2,1,4,3,0
14537,0,0,2,2,3,1
14538,2,2,0,9,0, 
14539,0,2,1,1,2,2
14540,1,0,0,8, ,2
14541,1,0,0,1,1,0
14542,0,3,1,5,1,2
14543,1, ,0, ,0,1
14544,0,2,2,8,3,1
14545,0, ,2,1,1,0
14546,1,1,2,10,1,2
14547,2,1,2,2,1,0
14548, ,0,1,1,3, 
14549,0,4,0,0,0,0
14550,1,1,1,3,2,0
14551,0,0,0,9,0,1
14552,1, ,0,3,2, 
14553,1,1,2,3,1,1
14554, ,3, ,10, ,0
14555, ,2,2,9,3,1
14556,2,1,2, ,0,0
14557,2,2,0,1,1,1
14558,1,0,0,3,2, 
14559,2,3,0,7,3,0
14560,1,0,1,9,3, 
14561,2,2,2, ,2,2
14562, ,3,1,4,1,2
14563,1,2,2,6,3,0
14564,2,3,2,5,2, 
14565,0,0,1,2,1,0
14566,1,0,1,2,2, 
14567,0,0, ,5,3,0
14568,0,2,0, ,0,1
14569,0,2,0, ,0,0
14570,0,4,2,4,2,1
14571,1,1,0,9,3,2
14572,2,2,2,0,0,0
14573,1,2,2,1,1,1
14574, ,2, ,9,2,2
14575,1,1, ,9,2,1
14576,0,0,1,6,1,1
14577,1,4,0,9,1,0
14578, ,2, , ,2, 
14579,1, ,0,3,3,2
14580,0, ,2,5,2,1
14581,1,2,0,3,3,1
14582,0,2,2,3,0,1
14583, ,4,1,10,2,0
14584,2,1,1,6,2,2
14585, ,3,2,6,3,2
14586,2,1, ,6,3,1
14587,0,4,2,3, ,0
14588,1,0,1,4,0,2
14589,0,2,0,8,1,0
14590,0,3,2,4,2,1
14591,0,1,2,3,1,1
14592,2,2,1,8,0,2
14593,0,0,0,9,2,0
14594,0,4,2,2,3,1
14595,1,2,2,1,0,1
14596,0, , ,6,2,2
14597,0, ,1,5,2,1
14598,1,1,0,4,2,1
14599,1,4,1,3,1, 
14600,1,1,1,10,3,2
14601,0,4,0,9, ,2
14602,2,4,2,10,2,0
14603,1, ,1,3,0,1
14604,0,2,2,0,2,2
14605,2,3,2,6,0, 
14606,1,3, ,0,2,0
14607,1,2,0,10,1,2
14608,1,0,0,9,2, 
14609,0,2,0,7,3,1
14610,0,0,1,9,1,1
14611,1,2,2, , ,2
14612, ,0, ,3,1,1
14613,2,0,1,0,3,1
14614,2,1,2, ,0,0
14615,1,4,2,4,2,2
14616,0,4, ,0,2,1
14617,0,2, ,1,1,0
14618,2,4,2,1,3,0
14619,0,0,0,2,1,1
14620,0,0,2,7,0,0
14621,1,3,0,0,1,1
14622,0,4,1,6, ,0
14623,0,4,2,7,0,0
14624,0,0,2,8,0,2
14625,1,1,1,7,0,0
14626,1,2, ,2,1,1
14627,0,1,1,6,1,2
14628,2,1, ,3,2,2
14629,1,0,1,0,3,1
14630, ,1,2,7,3,2
14631,2,2,1,9,0, 
14632,0,1,1,8, ,0
14633,0,3,1,6,0,1
14634,0,3,2,2,1,2
14635,1,0,0,9,2,1
14636,0,1,2,2,3,2
14637, , ,2,3,0, 
14638,1,3,0,6,2,1
14639, ,4, ,0,0,0
14640,1,0,0,3,1,0
14641,0,1,0, ,1,1
14642,0,3,0,10,1, 
14643,0, ,2,8,0, 
14644,0,0,0,5,1,0
14645,0,3,1,5,2,2
14646,2,1,0, ,0,0
14647,2,0,0,2,1,0
14648,2, ,1,2, ,0
14649,0, ,0,6, ,0
14650,0,3,0,2,3,2
14651,2,4,2,3,3,0
14652,0,0,1,7,1,1
14653,1,0,2,5,1,1
14654,0,4,1,4,2,0
14655,2,1,1,2,2,0
14656,0,2,0,7,0,1
14657,0,2, , ,3, 
14658,1,4,1, ,2,1
14659, ,3,0,2,0,1
14660,1,2,2,5,2,0
14661,0,2,2,9,2,0
14662,2,0,2, ,0,0
14663,1,2,2,6,0,0
14664,1,0,0,9,1, 
14665, ,0,0,6,0,1
14666,1,3,2,7,0,1
14667, ,4,0,1,0,0
14668,2,1,1,6,2,1
14669,2,3,0,7,3,2
14670,2,0,2,7,0, 
14671,2,0,2,7,3,2
14672,1,2, , ,0,1
14673,0, , ,4,0,2
14674,2,4,0,6,1,2
14675,2,4,2,5,3,0
14676,2,3,0, ,0, 
14677,1,2,2,5,3,1
14678, , , ,8,1,0
14679,2,0,0,10,3,2
14680,0, , ,2,1,0
14681,1,3,1,3,1,0
14682,1,3,0, ,3,2
14683,2,2,1,10,2,0
14684,2,0,1,4,1,1
14685,0,4,0,4,1,1
14686,1,3,2,8,0,1
14687, ,1,2,9,1,0
14688,0,0,0,6,1,1
14689,0,2,2,8,3,0
14690,2,1, ,9,3,2
14691,0,3,1, ,2,2
14692,1,1,2,9,2,1
14693,1,3,1,4,2, 
14694, ,0,1, ,2,1
14695,1,4,2,2,2,1
14696,2,2,2,10,2,2
14697,2,4,0,8,1,2
14698,2,2,1,8,1,2
14699,1,1,0,7,2,0
14700,0,0,2,3, ,1
14701,2, ,0, ,3,1
14702,2,1,1,7,1,0
14703,1,1,1, ,3, 
14704, ,1,1,0,1,0
14705,2,2,2,8,0,1
14706,0,4,2,6, ,0
14707,0,0,2,2,1,2
14708,1, ,2,5,2, 
14709,2,2,1,8,0,1
14710,2,0,1,7,1,1
14711, , ,0,2,3,1
14712,0,1,0,7,3,2
14713,2, ,1,10,3,0
14714,2,2,0,0,3,2
14715,1, ,1,4,1,0
14716, ,3,0,2,2,1
14717,1,2,1, ,2,1
14718,1,0,2,8,0, 
14719,1,3,2,2,3,2
14720,1,4,2,0,3,0
14721,0,4,2,5,0,2
14722,0,1,2,5,0,1
14723, , ,1,7,1, 
14724,2,4,2,4,3,1
14725,2,2,0,5,1,2
14726,2,0,2,8,3,2
14727,0,1,0,5,3,0
14728,0,1,2,6,2,0
14729,1, ,2,5,0,0
14730, ,1,1,4, ,1
14731,0, ,1,3,2,1
14732,0,2,0,2,0,1
14733,1,2,2,0,0,2
14734,1,1,0, ,3,0
14735,0,1,1,2,1,2
14736, ,4, , , ,1
14737, ,4,0,6,3,2
14738,0,4,1,2,3,0
14739,2,1,2,3,2, 
14740, ,1,1,4,3, 
14741,2,4,1,10, ,1
14742,0,2,1,1, ,2
14743, ,4,2,2,3, 
14744,1,0,1, ,0,1
14745,1,1,2,5, , 
14746,0,4, ,10,2,2
14747,0,0,1,7,1,2
14748,0,0,2,7,1,2
14749, ,0,2,1,3,2
14750, ,1, ,4,0,0
14751,1,0,2,6,3,1
14752,1,4,2,1, ,1
14753, ,1,0,1,2,1
14754,2,3,0,0,2,2
14755, ,2,1, ,0,0
14756,0,0,1,4,2,0
14757,0,3,2, ,0,1
14758,2,2,0,2,2,0
14759,1,2,0, ,1, 
14760,1,1,2,3,1,2
14761,0,2,2,0,3,2
14762,2,1, , ,0,2
14763,2,4,1,0,0,2
14764,1, ,0,0,1,2
14765,2,0,1,7, ,1
14766,0,0,2,9, ,2
14767,2,2,2,6,2,2
14768,0,0,0,6,1,0
14769,2,1,2,2,3,2
14770,0,1,1,4,3, 
14771,1,1,0,9,3,2
14772,2,2,2,3,0,0
14773,0,1, ,9,1,2
14774,1,2,0,5,2,2
14775,1,4,2, ,0,1
14776,1,4,1,10,3,2
14777,0,0,1,5, ,1
14778,0,4,1,4,3,0
14779,2,3,2,2,1,0
14780,2,0,2,4,3,1
14781,0,1,2,0,1,1
14782,2,1, ,5,2,1
14783,0,4,1,7,1,2
14784,0, ,0, ,2, 
14785,0,2,1,10,2,1
14786,1,1,0,4,2,1
14787,1,1,0,9,2,2
14788,0,3,2,6,3,2
14789,0,4, ,10,1,0
14790,0,0,0,5,0,1
14791,0,4,0,5,3,2
14792,1,1,2,2,3,2
14793,1,4,1,0,2,1
14794,0,2,1,5,3,0
14795,2,3,0,2,1,1
14796,1,2,2,10,3, 
14797,2,3,1,0, ,2
14798,0,2,2,2,1,0
14799,1,1,0,8,1,1
14800,2,0,0,2,1,0
14801,2,1,0,9,1,2
14802,2, ,2,5,3,1
14803,1,3,2,6,2,0
14804,1,3,0, ,3,2
14805, ,0,2, ,1,2
14806,0,1, ,0,1,1
14807,1,3,2,10,0,0
14808,1,0,0,2,0,1
14809,2,4,2,8,2,0
14810,2,2,0,6,2,0
14811,2,3,2,1,0,1
14812,0,2,1,3,1,1
14813,1,0,1,1,1,2
14814,2,2,2,9,3,1
14815,1,3,1,2,1, 
14816, ,3, ,8, ,1
14817,2,2,2,7,2,2
14818,0,1,2,2,3,2
14819,1,3,0,2,1,1
14820,1,4,2,6,3,0
14821,0, ,1,8,1,1
14822,0, ,0,5, ,1
14823, ,2,1,9,1,2
14824,0,3,0,6,3,0
14825,1,3,1,4,3,2
14826,0,1,0,6,0,2
14827, ,3,0,7,0,1
14828,2,3, ,7,2,0
14829,1,4,2,0,0,1
14830, ,0,0,8,2,2
14831,1,3,0,7,1,2
14832,0, ,0,5,0,0
14833,2,2,0,10, ,2
14834,0,0,0,0,2,2
14835,1,1,0,10,0,2
14836,1,2,2,5,3, 
14837, ,1,0,7,1,0
14838,2,1,2,4,2,0
14839,1,3,1,0, ,0
14840,1, , ,7,1,1
14841,0,3,0,6,3,2
14842,0,4,2,4,1, 
14843,1,2,2,9,1, 
14844,2,4,2,7, ,2
14845,1,3,0,7,1, 
14846,2,3,2,10,3,2
14847,2, ,1,0,1, 
14848,0,3,0, ,1,1
14849,0,4,2,5,0,1
14850,0,2,0,7,2,1
14851,2,4,2, ,3,1
14852,2,3,1,8,2,0
14853,2, ,0,8,1, 
14854,0,1,2, ,3,1
14855,1,2,0,6, ,0
14856,1,4,1,10,1,2
14857,0,4,2,7,0,2
14858,2,2,0,1,2,0
14859, ,0,1,9,0,0
14860,0,3,1,6,3, 
14861,0,0,0,8,3,1
14862,1,4,2,3,2,0
14863,1,4,2,1,2,2
14864,1,2, ,3,3, 
14865,0,0,0,6,1,0
14866,1,4,0,0,2,1
14867,2,2,2,0,3,2
14868,0,2,2,3, ,2
14869,2,3,1,7, ,1
14870, ,2,0,7,0,1
14871,2,3,2,0, ,2
14872,1,4,2,8,3,2
14873,2,4,1, ,0,0
14874, ,4,0, ,0,0
14875,1, ,1,2, ,2
14876,2,3,2,3,3,0
14877,1,0,0,1,3, 
14878,2,3,0,6,0,1
14879,1,1,0,4,0,0
14880,1,3,1,10,2,2
14881,0,4,2,6,2, 
14882,1,0,1,5,3,0
14883,0,0,0,4,2,0
14884,1,1,2,6,3,0
14885,2,4,0,3,0,0
14886,1,4,1,10,1,1
14887,0,1,1, ,0,2
14888,0,4,2,5,0,0
14889,0,0,0,5,3, 
14890,0, ,0,0,0,1
14891,2,4,2,6,3, 
14892,1,1,0,7,0,0
14893,1,0,0,0,1,2
14894, ,1,0,5, ,0
14895,0,0,2,2,0,1
14896,2,1,2,10,1,0
14897,0,3,0,9,1,0
14898,2,4,2,2,0,2
14899,1,3,1,9,2,1
14900,2,2,1,6,3,0
14901,2,4,2,2, ,2
14902,2,1,1,5, ,0
14903,1,3,0,4,0,0
14904,0,1,2,6, ,2
14905,0,0,0,4,1,0
14906,2,1,1,4,1,0
14907,0,0,2,10,3,1
14908,2,2,1,9,2,1
14909,0,0,2,5,2,1
14910,0, ,2,8,2,2
14911,1,4,2,9,2,2
14912,0,1,0,1,0,0
14913,2,4,1,0,2, 
14914,0, ,0,4,3,1
14915,2,3,1,7,0,2
14916,1, ,0,0,2,1
14917,2,0,0,1,3,2
14918,2,1,0, ,2,1
14919,2,1,0,2,1, 
14920,2,4,0,0,1,0
14921,2,4, ,5,0,2
14922,0,2,2,3,2,1
14923,2,1, ,6,3,1
14924,0, ,2,3,2,2
14925,1, ,1,1,1, 
14926,0,2,2,8,0,1
14927,1,1,1,3, ,1
14928,1,4,2,10,0,2
14929,0,3, ,6,2,0
14930,1,3,0,6,1,2
14931,0,3,1,7,1, 
14932, , ,2,10,1,0
14933,0,1,2,2,0,0
14934,1,3,0,6,2,1
14935,2,3,0,2,1,0
14936,2,3,2,1,0,1
14937,1,3,1,4,0,1
14938,2,3,0,7,1,2
14939,0,4,0,5,2,0
14940,2,1,0,7,2,2
14941,1,0,1,6,3,1
14942, ,1,2, ,1,1
14943,1,4,2, , ,1
14944,0,1,1,3,2,2
14945,2,0,0,10,1,2
14946,2,1,1,6,3,1
14947,0, ,0,1,2,1
14948,1,0,0,1,1, 
14949, ,1,2,10,3, 
14950,1,3,2,10,1, 
14951,2,2,1,2,2,2
14952,0,0, ,6,0,1
14953,0,2,2,6, ,1
14954,0,3,0,1,3,0
14955,2,0,0,5,3,0
14956,1,3,1,10,1, 
14957,2,1,0,10,2,0
14958,2,3, ,4, ,1
14959,0,2,0,0,2,2
14960,0,3,0,8,1,0
14961,1,4,0,2,1,0
14962,0,3, ,10,2,0
14963,0,4,2,8, ,0
14964,2,0, ,4,0,2
14965,0,0,2,2,2, 
14966,1,3,2,10,1,2
14967,1,1,2,6,2,0
14968,1,1,2,3,2,0
14969,1,2,2,0,1,2
14970,1,0,1,9,1,2
14971,0,0,1,10,0,2
14972,1,4,1,1, ,2
14973,0,1,2,10,1,0
14974,1,3,2,1, ,1
14975,2,1, ,6,2,1
14976,1,1,1,9, ,0
14977,2,2,0, ,2,2
14978,1,2,2,10,1,2
14979,1,0, ,9,2,0
14980,2, ,2,4,0,2
14981,1,4,1,9, ,2
14982,2,1,2,6,0, 
14983, ,3,2,5,0,2
14984,0,3,1,5,3,2
14985,1,1,0,10,1,2
14986,0, ,1,5,2,2
14987,2,2,0,2,2,1
14988,0, ,0,10,3,1
14989,2,3,2, ,1,2
14990,2, ,1,4,3,1
14991,0,1, ,1,1,0
14992,2,3,0,1,0,2
14993,2,0,1,10,2,2
14994,0,1,0,3,1,0
14995,2,4,0,7,1,0
14996, ,4, ,7,1,2
14997,0,4, ,10,1,0
14998,0, ,0,6,1,0
14999,1,0,1,1,2,2
15000, ,3,2,7,3,0
15001,0,0,1,3,3,0
15002, ,1,1,7,3,1
15003,0, ,2, ,0,2
15004,1,2,0,7,2,2
15005,0,0,1,2,0,1
15006,0,2,1,0,0,1
15007,0,3,2,7,0,1
15008,1,2,2,7,1,1
15009,2,4,0,9, ,2
15010,2,1,0, ,3,2
15011, ,1,2,5,0,2
15012, ,0,0,3,1,2
15013,2,3,1,2,3, 
15014,2,4,0,8,2,2
15015,0,4,2,4,2,2
15016,1,2,1,3, ,2
15017,0,4, ,1,0,1
15018,0,4,0,6,1,2
15019,1,0,1,4, ,0
15020,0,3,0,9,3,0
15021,2,2,0,10,1,1
15022,0,1,0,0,3,0
15023,2,1,0,4,1,2
15024,2,0,2,5,1, 
15025,1,1,0,5,2,1
15026,0,2, ,3,0,2
15027,1,2,0,7,2,0
15028,0,4,0,0,1, 
15029,2,0,1,2, ,0
15030,1,4,2,9,1,1
15031,2,4,0,10, ,2
15032,2,3,2, , ,1
15033,1,0,0,2,2,1
15034,1,1,2,2,2,2
15035,1,3,2,0,2,0
15036,0,3,1,9,1, 
15037,2, ,2,1,1,2
15038,0,2,0,2,2,0
15039,1,4,2,3,0,2
15040,2,0,0,8,1,0
15041,0,3,1,6,2,0
15042,0,0,1,3,3,1
15043,1,1,1,4,2,0
15044, ,0,1,6,0,2
15045,2,1, ,5,3,1
15046,1,3,0,3,0,0
15047,2,4,1,4,2,2
15048,1,0,2,6, ,0
15049,2, ,0, ,2,0
15050,2,4,1,6,1,2
15051,2, ,0,5, ,2
15052,0,4,2,10,0,2
15053,2,0,2,1,0,1
15054, ,0,2,6,1,1
15055,2,2,0,1,3,2
15056,1,3,1,4,2, 
15057,0,4,2,2,0,1
15058, ,0,1, , ,1
15059,2,0,2,4,3,1
15060,1,0,1, ,0,1
15061,2,1, ,4,2,2
15062, ,4, ,7,1, 
15063,1,0,2,5,3,0
15064,2,3,0,2,1,0
15065,2,4,2,3,2,2
15066,0,1,0,0,3,0
15067, ,2,0,2,1,1
15068,0,2,2,0,0,2
15069,2,1,0,1,3,2
15070,2,2,2,4,2,1
15071,2, ,2,2, ,1
15072,0,0,2,1,0,2
15073, ,3,2,9,0,0
15074,1,1,2, ,0,1
15075,0,0,2,3,3,0
15076,0, ,0,4, ,0
15077,2,3,2,7,3, 
15078,2,3,1,9,1,1
15079,1,0,0,8,0,0
15080,2,0,0,1,1,1
15081,0,1,1,3,3,0
15082,0,1,2,8, ,1
15083,0, ,0,8,3, 
15084,0,0,2,7,2,2
15085,0,0,2,10,2,0
15086,0,1,1,7,0,0
15087,0,2,1,5,3,0
15088,0,1,1,4, ,0
15089,0,1,2,10,2, 
15090,1,4, ,9,2,0
15091,1,0,2,2, ,2
15092,1,4,2,1,2,2
15093,1,2,1,0,3,2
15094,0,3,2,7,3,1
15095,2,3, ,9,0,2
15096,1,4,0,3,1,0
15097,0,1,1,10,2,1
15098,0,3,0,6,3,0
15099,2,2, ,2, ,1
15100, ,0, , ,3,2
15101,0,3,1,7,3,2
15102,0,4,2,5,0,2
15103,2,0,0,10,3,1
15104,0,4,2,9,1,2
15105,0,0,0,6,1,1
15106,2,1,1,10,1,2
15107,1,0,0,10,1,2
15108, , ,1,3,0,2
15109,2,3,2,8,0,1
15110,2,4,2,7,0,0
15111,2,4,2,4,1,2
15112,2,0,0,6,2,0
15113,1,1,1,1,2,1
15114,0,2,2,5, ,1
15115,0, ,2,9,0,1
15116,0,0,2,9,0, 
15117,2,0,1,4,1,1
15118,1,4,2,6,0,0
15119,2,3,2,7, ,1
15120,2,3,0,1,0,1
15121,2,1,1,9,2, 
15122,1,4,0,9,1,0
15123,2,0,1,4,1,0
15124,0,4,1,1,3, 
15125,2,0,2,7,0,0
15126,2,4,2,0,3,2
15127,0,0, ,4,3,1
15128,2, ,1,9,2,0
15129,0,1,2,4,1,2
15130,0,1,0,3, , 
15131,0,0,1,3,3,0
15132,1,4,1,7,0,2
15133, ,2,2, ,0,0
15134,2, , ,1,1,1
15135, ,1,2,2,0,0
15136,1, ,0,7,2,1
15137,0,3,0,3,0,0
15138,0,4,2,2,0,1
15139,1,2, ,7,2,2
15140,0,1,2,8,0,1
15141, ,4, ,4,1,2
15142,0,0,2,5,0,0
15143,1,3,1,4, , 
15144,0,2,0,0,0,0
15145,1,4,0,8, ,2
15146, ,2,0,5,0,2
15147,0,4,1,4,0,1
15148,2,2,1, ,3,2
15149,0,3,2,9,0, 
15150,1,4,0,8,2,1
15151,1,1,1,6,3,2
15152,1,0,1,6,2,2
15153,2,0, ,4,1,2
15154,1,3,1,0,0, 
15155,2,2,1,9,0,1
15156,1,4,2,6,3,2
15157, ,1,1,7,1,1
15158,2, ,2,1,0, 
15159,1,4,2,6, ,0
15160,0,4,2,0,1,2
15161,2,0,0,0,3,2
15162,0,4,0,5,2,0
15163,0,1,0,3,3,1
15164,1,3,2,2,2,0
15165,2,4,2, ,3,1
15166,2,2,1,10, , 
15167,0,2,2,8, ,2
15168,1, ,0,7,2,2
15169,1,3,2,6,1,1
15170,1,1,0,10,2,0
15171,0,2,1,0,0,1
15172,0,1,1,2,1, 
15173,0,2,0, ,0,1
15174,0,0,2,4,1,0
15175,0,0,0,8,3,2
15176,2,1,1,3,2,0
15177,1,3,0,8,1,0
15178,2,0,0,5,0,0
15179,2,2,0,9,3,0
15180,2,1,2, ,0,0
15181,0,2,1,2,3,1
15182,0,0,0,6, ,2
15183,2,4,0,0,2,1
15184,1,2, ,2,1, 
15185,0,0,2,3,3,2
15186,2,2, ,4,1,2
15187,2,4,0, ,0,2
15188,2,1,0,4,1,2
15189,1,3,0,7,3,2
15190,0,4,1,9, ,2
15191,1,2, ,2,3,1
15192,2,1,2,6,2,2
15193,0,0, ,3,1,0
15194,2,4,0,1,3,2
15195,1,0,0,8,1,2
15196, ,2,1,8,3,0
15197,1,3,2,6,2,1
15198, ,1,2,1,3,2
15199,2,1,1,9,0,1
15200, ,2,1,9,1, 
15201,2,3,2,2, ,0
15202, ,0,2,7,0,2
15203, ,2,2,8, ,1
15204, ,3,2,8,1, 
15205,2,1,0,6,0,1
15206, ,1,1,6,3,0
15207,0,2,0,2,2,0
15208,2,3,2,8,2,2
15209,1,3,1,1,2,0
15210,1,0,2,8,1,1
15211,0,2,1,3,3,0
15212, ,1,1,5,0,2
15213,0,2,2,5,2,0
15214,0,4,0,0,1,1
15215,1,0,0,2,1,2
15216,1,4,0,3,1,1
15217,0, ,2,0,2,2
15218,1,1,0,7,1,2
15219,1,3,0,8,3,1
15220,1,4, ,4,2, 
15221,0,0, ,3,0,0
15222,0, ,1,9,3,1
15223,2,3,2,0,3,0
15224,1, ,0,4, ,1
15225,2,0,0, ,0,0
15226,1,2,1,7,3,2
15227,2,1,1,2,1,1
15228,0,4, , ,1,1
15229, ,4,1,9,3, 
15230,0,4, ,5,2,1
15231,2,4,1,3,0,0
15232,2,4,1,7,2,0
15233,0, ,0,7,3,2
15234, ,2,0,9, ,2
15235,0,1,1,9,1,0
15236,1,1,2,8,0, 
15237,2,0, ,8,1,1
15238,0, ,0, ,3,0
15239,1,0,2,3,3,2
15240,2,2,1,7,1,1
15241, , ,1,0,1,2
15242,0,3,1,2,2,0
15243,2,1,2,0,3, 
15244,2,4,0,2,3,2
15245,1,1,1,8,0,0
15246,1,4,1,0,3,2
15247,2,4,1,1,3,0
15248,1,1,1,3,1,2
15249, ,2,0,1,0,0
15250,1,3, ,0,0, 
15251,1,1,2,9,3,2
15252,2,2,1,10,1,1
15253,0,2,0,4,2,1
