id,BG,AG,HA,ED,HE,SE
89989,1,3,1,2,2,1
89990,2,2,1,4,3,2
89991,2,4, ,4,1,2
89992, ,0,2,6,2,1
89993,0,0,2,2,0, 
89994,2,1,1, ,1,1
89995,1,1,2,8,3,2
89996,1,4, ,7,3,2
89997, ,4, , ,3, 
89998,2, ,1,10,3,2
89999,2,1,0,9,0,1
90000,2,0,2,1, , 
90001,0,3,1,6,0,1
90002,2,1,2,9,0,0
90003,2,0,2,8,2,2
90004,1,1,2,8,1,0
90005,1, ,0,2,3,0
90006,0,3,1,0,1,2
90007,0,1,1,4,1,2
90008,0,2,1,9,2,1
90009,0,2,1,4,2,2
90010,1,2, ,0,0,1
90011,2,1,2,8,0,2
90012,1,4, ,7,2, 
90013,0,0,2,3,0, 
90014,2, ,0,8,3,1
90015,0,4,2,0,2,1
90016,2,2,0,0,1,0
90017,2,4,0, ,2,1
90018,2,4,1,3,3,0
90019,1,0,2,3,2,1
90020,1,1,1,9,1,1
90021,1, ,2,3, ,2
90022,1,4,1,3,3,1
90023,1,0,1,2,3,0
90024,0,0, , ,1,0
90025,0,4,0,3,0,2
90026,0,0,2,7,1,0
90027,2,4,1,6,0,1
90028,2,1,0,0, ,1
90029,0,3, ,0,3,1
90030,1,0,1,2,0,0
90031, ,1,1,10,3,2
90032,2,0,2,9,0,1
90033,0,2,1,4,0,1
90034,0,4, ,5,3,0
90035,2, ,1,0,3,2
90036,1,1,0,4,3,2
90037,2,1,0,10,2, 
90038,1,2,1,2,0,1
90039,0,0,2,0,0,0
90040, ,1,1,1,2,1
90041,0,3,2,6,3,0
90042,0,0, ,10,0,0
90043,2,3,1,10,0,0
90044,1,4,1,0,1,0
90045,0, ,2,4,2, 
90046,2,3,1,9,2,0
90047,2,3, , ,2,0
90048,0,1,2,6,3,0
90049,1,4,1,3,3,1
90050,0, ,2,9, ,1
90051,0,2,2,2,1, 
90052,1,2,2,3,3,1
90053,0,4,1,10,1,1
90054,2,1,0,3,2,2
90055, ,0, ,1,0, 
90056,0,2, ,5, ,2
90057,1,3,1,10,1,0
90058,2,1,0,10,3, 
90059,1,1,0,9,1,1
90060,0,2,2,3,0,0
90061,2,1,0,6,3,0
90062, ,3, , ,1,0
90063,0,4,2,4,3,0
90064,0,1,0,3,2,1
90065, ,3,1,10,1,0
90066,0,3,2,5,3,0
90067,0,0,0,5,2,2
90068,0, ,1,10,3,0
90069,2, ,1, ,0,0
90070, ,2,0,10,0, 
90071,2,3,2,7, ,0
90072,1,4,2,4,1,2
90073,1,0,2, ,2,1
90074,1,2,0,8,0,1
90075,0,1,0,4,2,0
90076,0,0,0,5,1, 
90077,1,2,2,2,1,2
90078,1,2,1,1,1,0
90079,2, ,2,0,1,0
90080,1,2, ,9,2,1
90081,0,3,2,10,0,1
90082, ,1,0, ,2,1
90083,0,4,0, ,3,0
90084,0,3,2,0,0,2
90085,0,1,2,5,2,2
90086, ,0,0,0,3,0
90087,1,2, , ,0,1
90088,0,2,0,6,2,2
90089,1,4,1,6,2,2
90090,2,2,0,9,2,2
90091,1,0, ,6,2,2
90092,2,2,2,1,1,2
90093,0,1, ,7,0, 
90094,1,4, ,7,1,0
90095,0,1,2,6,3,2
90096,0,2,2,4,2,0
90097,0, ,0,5,3, 
90098,1,4,0,4,3,2
90099,0,2,2,3,1,2
90100,0, ,1,6,1,1
90101,0,1,2,1,2,0
90102,2,2,0,7, ,1
90103,0, ,0,0,0,2
90104,2,4,1,3,2,0
90105,2,3,2,7, ,1
90106,2,4,1,1,3,1
90107,0,0,2,2,3,2
90108,1,0,2,3,3,0
90109,1,1,2,3,1,1
90110,0,3,0,0,1,2
90111,1,0,1,9,1,2
90112,2,0,2,10,2,2
90113,1,3,2,9,2,1
90114,0,1,1,9,1,2
90115,1,2,0,4,2,1
90116,0,4, ,5,2,0
90117,2, ,2,2,3,2
90118,1,0,0,1,2,0
90119,0, ,0,0,1,2
90120,2,4,0,6,1,1
90121, ,3,1,3,0,2
90122,0,4,0, ,1,1
90123,0,2,1,6,1,0
90124,1,2,1,8, ,0
90125,0, ,2, ,2,1
90126, ,0, ,5, ,0
90127,1,3,0,8,1,0
90128, ,1,2,9, ,1
90129,0,4,2,1,2,1
90130,0,4,1, ,2,0
90131,2,3,0,2,2,0
90132,2,2,0,9,0, 
90133,0,4,2,3,2,0
90134,1,2,2,4, ,1
90135,0,1,2,1,1,0
90136,0,1,2,10,1,2
90137,0,1,2,9,1,0
90138,0,4,2,7, ,2
90139,0,2,0,8,3,2
90140,2,4,0,4,1,1
90141,0,0,0,2,1,1
90142,1,3,0,3,3, 
90143,2,1,2,10,2,0
90144, ,1,0,10,2,2
90145,0,0,0,5,1,1
90146,0,3,0,6,3,2
90147,2,3,1,7,2,2
90148,0,3, ,1,2,1
90149,1,4,2, ,1,2
90150,2,0,1,7,2,2
90151,0,0,0, ,0,0
90152,0, ,0,10,0, 
90153,2,3,0,0,1,1
90154,2,3,1,0,3, 
90155,0,1,1,9,2,2
90156,1,0,0,10,0,2
90157,1,0,0,3,1,2
90158,2,4,0,4,2,2
90159,0,4, ,2,0,2
90160,2,4,1,0,3,1
90161,2,4, ,4, ,1
90162,0,0,2,1,2, 
90163,0,4,0,5,3,1
90164,0,2,0,2,2,0
90165,0,3,0,1,1,0
90166,1,2,0, ,2,1
90167,0,3,1,6,3,0
90168,2,0,2,0,1,0
90169,0,0,1,5,0,1
90170,0,2, ,4,1,0
90171,1,4,2,6, ,0
90172,2, ,1,6,2,0
90173,0,4,2,3,2,1
90174,2,0,2,10,0,0
90175,0, ,1,5,3,0
90176,1,4,2,5,1,2
90177,1,0,0,10,2,1
90178,1,3,2,6, , 
90179,1,1,0,6,3,0
90180,2,0,2,7,0,1
90181, ,4,0,6,2,0
90182,1,4,2,1,1,0
90183, ,2,1,10,0,0
90184,1,3,1,5,0,0
90185,2,4,2, ,0,0
90186,2,2,0,10,1,2
90187,2,3,0, ,2,0
90188,1,2,2, , ,1
90189,2,3,0,5,3,2
90190,1,0,2,9,3,0
90191,2,0,0,2,1, 
90192,1,1,1,1,1,0
90193,1,0,2,10,2,0
90194,0,3,2,0,0,1
90195,0,3,2,5,2,1
90196,2,2,2,6,3,1
90197,2,0,1,2,2,0
90198,2,0,1,4,1,2
90199,0,2,0,7,2, 
90200,1,2,0,1,2,2
90201,1,4,2,6,3,2
90202,1,4,2,7,3,0
90203,1, ,2,1,1,1
90204,1,4,2,4,1,2
90205,2,0,0,8,1,0
90206, ,0,1,2,3, 
90207,0,1, ,7,2,2
90208,0,3,1,0,0,2
90209,0,0,2,3,1,0
90210,1, ,2, ,0,0
90211,0,1, ,9,0,1
90212,1,4,0,6,1,0
90213,1,3, ,3,1,0
90214,0,4,2,3, ,0
90215,0,4,1,8,3,2
90216,2,4,1, ,2,1
90217,0,1,0,3,2,0
90218,2,4,0,3,2,1
90219,0,0,0,8,3,0
90220,1,1,1,0,3,1
90221,1,0,0,5,2,1
90222,1,2,2,10,3,2
90223,0,1, ,7,1,1
90224,1,4,1,4,3,2
90225,0,1,0,10,3, 
90226,0,0, ,7, ,0
90227,1,1,0,0,3,0
90228,1, ,1,3,3,0
90229,0,3,2,3,3,2
90230,1,2,0,7,0, 
90231,0,0,2,3,1,2
90232, ,4,0,7,2,0
90233,0,3,1,8,1,0
90234,1,0,1,0,3,1
90235,2,4,2,2,2,2
90236,0, , ,5,0,2
90237,0,3,1,3,0,2
90238,0,2,1,7, , 
90239,1,1,0,2,1,0
90240,2,2, , ,3,0
90241,0,3,0,2,3,1
90242,1,0,0,2,1,2
90243,1, ,2,2,1,0
90244,0, ,1, ,2,0
90245,0,4,2,6,1,1
90246, ,2,1,2,0,2
90247,1,1,1,6,0,0
90248,0,2, ,0,0,1
90249,2,2,2,1,2,2
90250,1,3,0,7,1,1
90251,0, ,2,2,1,2
90252,1,4,2,4,1,2
90253,2,3,2,3,1,2
90254,0, ,2,6,0,0
90255,2,4,0,3,1,2
90256,2,0,0,4,2,2
90257,1,4, ,10,0,0
90258, ,2,2,2,3,0
90259,2,2,1,0,1,2
90260,2,0,1,10,2,1
90261,1,2,2,1,1,0
90262,1,2,0,4,2,2
90263,2, , ,1,2,2
90264,1,4,0,3,3,0
90265,2,1,2,7,2,0
90266,0,1,0,10,1,2
90267,0,3,2,6,0,1
90268, ,3,1,7,0,2
90269,2,0,0, ,3,0
90270,0,4,2,1,2,2
90271,2,0,2, ,1,1
90272,1,1,2,7,2,0
90273,1,3,2,10,3,1
90274,2,1,1,2,1, 
90275,1,4,2,2,1,1
90276,2,2,2,6,2,0
90277,2,1,2,8,0,2
90278,0,4,1,7, ,1
90279,0,2, ,3,1, 
90280,2,3,2, ,2,1
90281,1,1, ,0,1,1
90282, ,3,2,6,0,0
90283,2,0,0,5, ,1
90284,2,0,1,7,1,0
90285,0,2,0, ,0, 
90286,2,1, ,1,3,0
90287,2,4,1,5,3,0
90288,1,4,1,8,1,1
90289, ,3,0, , ,1
90290,2,1,0,5,1,0
90291, ,3,0,3,0,1
90292,0,3,0,5,0,2
90293, ,3,0,2,3,0
90294,1,1,0, ,1,1
90295,1,4,1,5,3,0
90296,2,1,0,8,0,1
90297,0,3,0,3,0,0
90298,2,1,2,4,0,1
90299,0, ,0,0,2,1
90300,2,2,0,2,1, 
90301,1,0,1,9,0,0
90302,1,4,0,5,3,1
90303, , ,2,2,1,0
90304,2,0,1,7,0,0
90305,2,4,2,5, ,0
90306, ,3,1,4,3,1
90307,0,4,1,1,1, 
90308,0,2,1, , ,0
90309,1,3,2,5,1, 
90310,2,1,2,9, ,0
90311,0,1,0,1,2,1
90312,0,0,1,9,2, 
90313,2,3,2,0,0,2
90314,0,2, ,7,3,0
90315,1,2,1,2,1,1
90316,1,2,1,9,2,2
90317,1,1,0,8,2,1
90318,1,2,2,7,2,0
90319, ,0,0,2, ,2
90320,0,4, , , ,2
90321, ,1,0,9, ,0
90322,0,3, ,3,3,0
90323,1,4, ,8,0,0
90324,1,1, ,10, ,2
90325,2,2, ,1,2,1
90326,1,2,2,9,2,1
90327,1,0,0,4,0,0
90328, , ,1,3,2, 
90329,2,1,1,2,3, 
90330,2,3,0,4,1,0
90331,0,1,2,8,3,0
90332,1,1,2,5,1,1
90333,1,0,0,2,2,1
90334,2,4, ,1,3,2
90335,1,0,1, ,1,1
90336,2,2,1,4,2,2
90337,0, ,2,6,2,2
90338,2,3, ,0,3,0
90339,1,0,2, ,3,2
90340,2,1,0, ,1,2
90341,1,1,1,0,0,2
90342,2, ,2,8,0,0
90343,2, ,2,6, ,0
90344,1,3,0,5,2,1
90345,2,4,2,6,2,0
90346, ,1,2,3,2,2
90347,1,1,2, ,0,2
90348,0, ,2,2,3,2
90349,1,1,1,4,2,2
90350,1,4,1, ,0,0
90351,0,3,1,6,3,0
90352,0,3,2,8,1,2
90353,1,0,1,4,3,2
90354,2,3,1,0,0,0
90355, ,4,2, ,2,2
90356,1,0,0,3,2,1
90357,2,1,1,2,0,0
90358,0,1,2,10, ,2
90359,0,3,1,9, ,2
90360,1,1,0,8,1,1
90361,0,0,2,7,2,2
90362,2,0,0,4,0,1
90363,1,0,1, ,1,1
90364,0,4, ,10,2, 
90365,1,2,0,9,1,0
90366,0,3,1,1,0,2
90367, ,0,2,8,0,1
90368,0,4, ,5,1,2
90369,1, ,2,2, ,1
90370,1,0,0, , ,2
90371,2,4,1, ,2,0
90372,0, ,0,7,1,0
90373,1, ,0,0,3,1
90374,0,2,1,1,3,0
90375,2,0, ,8, ,0
90376,1, ,1,5,0,0
90377,2,3,0,0,1,1
90378,2,4,0,9,2,1
90379,2,0,1, ,2,0
90380,2,2,0,5, ,1
90381,1, ,2,7,3,0
90382,2,1,2,1,2,0
90383,2,2,2,9,0,0
90384,2,4, ,10,1,0
90385,2,2,2,10,1,1
90386,0, ,1,0,3, 
90387,2,4,0,3,0,2
90388,0, ,0,0,0,0
90389,0,2,0, , ,2
90390,2,0, ,4,1,1
90391,1,1,0, ,3,0
90392,0,4,0,5,0,2
90393,1,0,1,2,0,1
90394,1,1,2,2,0,2
90395,1,3,1,8,2,1
90396,2,3,2,10,3,1
90397,1,0,0,3,2,1
90398, ,4,0,9,2,1
90399,0,4,1,9,3,1
90400,0,0,2,5,2,0
90401,2,0,1,3,2,0
90402,0,0,2,9,1, 
90403,1,2,0,2,1,1
90404, ,0,1,1,2,2
90405,2,4,2,4,0,0
90406,2, ,0,2,3,0
90407,2,4,2,0,0,1
90408,1,3,1,8,3, 
90409,2,1,1,1,3,1
90410,0,0,1,3,1,1
90411,0,2,1,5,0,2
90412,0,0,1,0,0,0
90413,2,0,2,7,3,2
90414,0,4,0,6,0,1
90415, ,1,0,9, ,0
90416,0,2,1,8,2,1
90417,1,1, ,7,0,1
90418,0,3,2,7,1,0
90419,0,4,2,1,2,1
90420,0,3,0,0,0, 
90421,2,2,2,4,0,1
90422,2, ,1,10, ,2
90423,2, ,0,2, ,1
90424,0,0,1,0,1,0
90425,2, ,2,7,2,0
90426,0,3, ,10,1,1
90427,0,0, ,6,1,1
90428,0, ,0,1,3,0
90429,1,0, ,5,2,2
90430,1,4,2,0,1,2
90431, ,0,0,2,1,2
90432,0,4,2,2,1,0
90433,1,0,2,5, , 
90434, ,0,0,8,3, 
90435,2,2,0,1, , 
90436,1,1,0,6,0,0
90437,2,0,1,0,0,0
90438,0,1,1,6, ,0
90439,1,4,0,2,1,2
90440,2, ,0,7,0,2
90441,1,4,1, ,3,0
90442, ,0,0,4,0, 
90443,2,3,1,2,1,1
90444,1,2, , ,1,0
90445,1,2,0, ,2,2
90446,2,3,0,1,3,0
90447,1,2,1,0, ,1
90448,0,4,0, ,3,2
90449,1,3,0, ,0,0
90450,2,3,2,3,1,0
90451, ,4, ,7, ,2
90452,1,3,0,1,2,1
90453,1, ,2,4,1,2
90454,2,1,1,10,1,2
90455,1,2,1,5,1,1
90456,1,1,0,5, ,2
90457,0,2,0,7,3,1
90458,2,0,1,8,0,2
90459,0,0,0,2,1,2
90460,1,1,2,4,3,1
90461,1,4,1,5,2,2
90462,1,3, ,0,3,0
90463,1,1,1,6,1,2
90464,1,4,1,2,3,0
90465,1,1,1,3,0,1
90466,2, ,0,5, ,0
90467,1,2,1,2,1,2
90468,1,0,0,0,1, 
90469,0,3, ,3,0,2
90470,0,1,0,4,1,1
90471,0,4,0,7,1,0
90472,1,0,0,2,0,1
90473,0,0,0,2,3,2
90474,1,2, ,5,2,0
90475,0,2,1,5,2,0
90476,1,4,0,3,2,1
90477,0,2,0,6,2, 
90478,0,4,1,0,0,0
90479,0, ,0, ,3,0
90480,1,0,1,5,2, 
90481,2,1, ,5,2,0
90482,0,4,2,10,1,0
90483,0, , ,5,3,1
90484,2,2,1, ,0,2
90485, ,1,0,0,3,0
90486,1,1,2,4,2, 
90487,1,4,0, ,3, 
90488,0,3,2, ,2,2
90489,1, ,1,9,1,2
90490,0,3,0,7,1,1
90491,1,4, ,0,2,2
90492,1,0,0,5,3,2
90493, ,2,2,3,0,0
90494, ,1,2,7,3, 
90495,1, ,2,2,3,1
90496, ,1,2,4,1,2
90497,0,4,2,10,3,0
90498, ,2,2,2,0,2
90499,0,0,0,9, ,0
90500, ,3,2,4,3,1
90501, ,0,0,2,0,2
90502, ,2,0,8,1,0
90503,0,1,1,10,0,0
90504,1,4,2,4,2,2
90505,1, ,0,1, ,0
90506,1,3, ,3,3,1
90507,1,3,0,10,1,2
90508,1,1,2,0,3,0
90509,1,4,0,10,1,0
90510,1,4, ,7,2,0
90511,2,2,1,7,3,0
90512,2,3,0,3,3,2
90513,1, ,2, ,1,0
90514,2,0,2,3,1,0
90515, ,3,1, ,1,0
90516,2,0,2,1,1,2
90517,1,2,0,5,0,2
90518,2,3,1, ,0, 
90519,1,1,0,0,2,0
90520,1,2,2,8,3,0
90521,0,2,1,3,2,0
90522,0,1,1,10,3,2
90523,1,2,2,4,3,1
90524,1,3,2,3,3,2
90525, ,4,2,0,2,1
90526,1,3,2,4,0,2
90527,1,4,2,1, ,1
90528,0,1,1, ,2,1
90529,2,3,1,7,1,1
90530, ,1, ,0,1,0
90531,2,2,1,2,1,0
90532,0,4,0,3,3,2
90533,1,0,1,8,1,1
90534,2,1, ,0,3,0
90535,1,2,1, ,1, 
90536, ,1,2,10,1,1
90537, ,3,2,6,3,2
90538,1,1,2,7,1,1
90539,0,4,1,8,0,2
90540,2,1,0,2,2,2
90541,1,0, , ,0,2
90542,0,0,1,7, ,2
90543,1,0,2,9,0,1
90544,0,2,1,7,0,0
90545,2,4,1,1,2,2
90546,2,3,1,8,3,0
90547, ,0,1,9,1,1
90548, ,0,0,3,1,2
90549,0,4,2,0,3,2
90550,1,1,2,4,3,1
90551,0,2, ,6,0, 
90552,0,1,0,3,1,2
90553,2,0,1,4, ,0
90554,1,4,0,6,1,0
90555,0,1,2,7,2,2
90556,2,4,2,2,3, 
90557,0,4,2,10,2,0
90558,2,1,0,9,2,1
90559,1,4,1,3,1,1
90560,2, ,2,0,1,0
90561,0,4,2,1, ,0
90562,0,1,0,8,1,2
90563,2,4,1,10,1, 
90564,2,2,2,1,1,0
90565,2,3,0,10,1,2
90566, ,1,0,7,0,0
90567, ,1,2,3,3,2
90568, ,2,2,5,3,2
90569, ,2, , ,0,1
90570,2,1,1, , , 
90571,1,0,2,6,3,0
90572,2,0,1,6,1,0
90573,2,1,2,3,2,2
90574, ,0, ,8,1,1
90575,1,2,0,10, , 
90576,1,3,1,0, ,0
90577,1,4,0,3,1,0
90578,1,3,0,0,1,1
90579, ,0,1, ,1,1
90580,2,2, ,3,0,1
90581,2,2,0,10,3,0
90582,2,2,1,8,2,0
90583,1,3,2,9,3,0
90584,2,4,1, ,0,1
90585,0,2,0,3,2,2
90586,1, ,1,6,2,2
90587,2,0,0,1,0, 
90588,1,4,1,9,0,0
90589,0,3,0,5, ,0
90590,0,3, ,2,1,0
90591,2,2,2,4,0,1
90592,1,3,2,4,1,0
90593,0,0,0,5, ,1
90594,0,3,1,9, ,2
90595, ,3,1,3,3,2
90596,0,1, ,3,2,0
90597,2,0,0,6,3,1
90598, ,3,1,9,1,2
90599,2,2,1,6,0,2
90600,0,1,1,2,2,0
90601,0,2,0,6, ,1
90602, ,3,1,7, ,1
90603,1,4,1,8,0,0
90604,1,2,2,4,2,0
90605,0,2,0,10,0,0
90606,1,4, ,8,1,0
90607,2, ,0,2,2,2
90608,1,1,2,1,2,1
90609,2,3,1,4,2,2
90610,0,1,0, ,3,2
90611, ,3,1,4,2,0
90612,1,2,2,0,2, 
90613,2,4,0,3,3,0
90614,2,4,0,8,2,0
90615,0,3,1,8,3,2
90616,2,4,1,2,0,2
90617,1,0,1,0,1,0
90618,1,2, ,1,1, 
90619,1,3,2,3,2,0
90620,1,3,0,9,1,2
90621,2,0,2,10,2,1
90622,1,3,0, ,1,2
90623,1,3,0,7,3, 
90624,2,4,0, ,3,2
90625,2,1,0,10,1,0
90626,2,1,2, ,1,2
90627,2,0,1,7,3,2
90628, ,2,0,4,2,0
90629,2,2,2,1,2,1
90630,2,3,2,2,3,0
90631,1,4,1,4, ,1
90632,2,1,2,1, ,0
90633,0,0,1,9,3,2
90634,2,2,1,10,1,2
90635,0, ,1,5,3,2
90636,2,3,0,10,3,0
90637,2,0,2,8,0,2
90638,2,3,0,9,3,0
90639,0,3,2, ,2,1
90640,0,1,2, ,2,2
90641, ,4,0,9,2,0
90642,1,4,0,6,2,2
90643,0,0,1,0,2, 
90644,1,2,0,10,3,2
90645,2,0,0,10,2,0
90646,2,0,0,6,0, 
90647,0,3,2,4,3,1
90648,2,2,1,8,0, 
90649,1,3,1,0,3,0
90650, ,3,1,8,2,1
90651, ,3,2, ,0,0
90652,0,3,2,8,1,1
90653,2,4,2,1,3,1
90654,2,0,2, ,0,1
90655, ,1,1,8,2,0
90656,0,3,0,6,2,1
90657,2,0,0,10,1,1
90658,2,2,0,6,2,2
90659,2,2,0, ,1,2
90660,1,4, ,1,1,0
90661,2,2,0,10,2,2
90662,1,4,1,10,3,2
90663,0,0,0,7, ,2
90664,0,3,1,7,3,0
90665,1,1,2,8,3,2
90666,2,0,2,0,0,1
90667,1,1,0,7, ,2
90668, ,2,1,1,3,2
90669,2,1,0,2,2,2
90670, ,4,1,5,2,1
90671,0,2,1,7,1,0
90672, ,3,2,10,2,0
90673,0,0,2, ,0,0
90674,2,1,0,9, ,1
90675,2,4,1,5,1,2
90676,2,1, ,1,2, 
90677,2,3,0,1,2,1
90678,2,2, , ,2,1
90679,2,4,1,8,0,2
90680,1,4,0,4,1,2
90681,1,1,1,7,0,2
90682,0,0, , ,1,1
90683,0,1,2,8,3,2
90684,0,1,1,1, ,0
90685, ,2,1,6,3,1
90686,1,1,2,2,2,2
90687, ,0,2,4,2,2
90688,0,3,1,7,0,1
90689,1,4,1,10,3,0
90690,2,2,2, ,0,2
90691,0,0,1,4,1, 
90692,0,3,2,2,2,0
90693,1,1,2,7,1,2
90694,0,3,1,7,3, 
90695,1,1,2,0,3,1
90696,2,4, , ,3,2
90697, ,2,0,6,2,0
90698,1,3,2,10,3,2
90699,2,1,1,2,0,2
90700,0,0,0,6,2,2
90701,0,2,1,10,2,1
90702, ,2,0,4,1,2
90703,0,3,1, ,3,2
90704,0, , ,0,1,2
90705,0,4,1,0,1,1
90706,0,4,0,3, , 
90707,2,3,0,3, ,0
90708,2,4,0,1,3,0
90709,1, , ,8,3,2
90710,0,1,2,7,2, 
90711,0,0,0,9,2,0
90712,2,2,1,6,0,0
90713,2,0,0,7,2,0
90714,1,3,1,10,3,0
90715,1,3, ,5,3,2
90716,1,4,0,0,1,0
90717,0,2,2,1,3,2
90718,1,4,2,8,1,0
90719,0,2,1,0,2,1
90720,2,3,0,9,0,1
90721,1,0,0,0,0,0
90722,2,1,0,9,2, 
90723,2,2, ,8,2,2
90724, ,4,0,9,2,2
90725,0, ,2,9,2, 
90726,2,0,0, ,1,1
90727,2,3,2,5,1,2
90728,0,0, ,6, , 
90729,1,2,2,8, ,1
90730,1, ,0,0,1,1
90731, ,0,0,1,2,0
90732, ,1,1,4,2,1
90733, ,1,0,0,1,1
90734,0,3,0, ,3,2
90735,2,4,0,7,2,0
90736,0,2,2,3,1,1
90737,1,2,2,5,1,0
90738, ,1,1,3,2,0
90739,1,0,0,6, ,1
90740,1,3,0,7,3,2
90741,0,2,2,5,1,2
90742,2, ,0,0,2,2
90743,0,1,2,0,1,0
90744,2,1,1, ,3,1
90745,0,3,0,8, ,0
90746,1,0,1,2,3,0
90747,1,2,0,8,1,2
90748,2,1,0,8,0, 
90749,1, ,0,8,1,0
90750,0,3,2,5,2,0
90751,2,4,2,0,3,0
90752,2,0,2,9,3,0
90753,2,3,0, ,0,1
90754,2,2,2,4,2,2
90755,1, ,1,1,1,1
90756,1,4,0,6,3,1
90757, ,1,2,0,1,1
90758,0,2,0,3,0,0
90759,2, ,0,7,2,1
90760,1,4, ,7,3,1
90761,0,1,2,9,2,0
90762,2,1,1,7,3,2
90763,0,0,1,9,3,1
90764,1,0,2,3,2,2
90765, ,2, ,8,2,1
90766,0,3,1,8,3,2
90767,0,2,1,2, ,2
90768,0,4,1,4,3,2
90769,0, ,1, , ,0
90770, ,0,0,3,2,0
90771, ,3, ,3,2,1
90772,2,4,1,5,1,1
90773,1,0,0,1,1, 
90774,0,0,0,3,2,2
90775,0,0,2,1,1,2
90776,1,0,2,5,2,0
90777,0,4,2,8,1,0
90778,0,3,0,7,1,0
90779,1, ,1,9,2,2
90780,2,3,0,8,0,2
90781, ,3,0,8,2,0
90782,2,0,0,7,1,1
90783,0, ,1,2,2,1
90784,2, ,2,2,1,0
90785, ,2,2,7,0,0
90786,1, ,0,8,2,2
90787,2,0,2,8,0,1
90788, ,2,1, ,3,2
90789,0,4,0,2,1, 
90790,0,0,1,8,0,0
90791,1,1, ,2,1,2
90792,1,2,1,3,1,0
90793,1,2,2,10,2,0
90794,2,4,0,0,0,1
90795,2,0,1,6,2,2
90796,1,1,0,3,1,2
90797,2,2,1,10,3,2
90798, ,3,2,5,0,2
90799,0,3,2,2, ,1
90800,0,1,1,4,3, 
90801,0,3,2,2,0,0
90802, ,1,0,1,3,2
90803,1,1,2,7,2,1
90804,0,0,1,10,2,2
90805,2, ,2,2,2,1
90806,0, ,0,7,2,2
90807,1,2,1,9,1,0
90808,2,0, ,6,2,1
90809,0,1,2,6,0,1
90810,1,1,1,1,1,2
90811,0,0,0, ,1,1
90812,0,0,1,8,2,1
90813, ,3, ,9, , 
90814, ,3,2,6,1,1
90815,0,0,2,1, ,2
90816, ,0,2, ,2,2
90817,2,0,1,0,2,0
90818,2,1,0,3,0,2
90819,1,4,2,9,0,2
90820,1,4,2,1,0,0
90821,1,2,2,9,1,2
90822,0,4,0,2,3,0
90823,1,0,1,0,3,1
90824,2, ,1, ,0,0
90825,2,4,1,5,0,0
90826,2,0,1,6,0,1
90827,2,3,1,0,0,0
90828,0,3,2,3,3,0
90829,2,0, ,1,1,2
90830,1,4,0,6,1,1
90831,1,0,2,5,2,2
90832,0,2, ,10,1,0
90833,2,3,1,1,2,1
90834,2, ,1,7,0,0
90835,1,4,2,4,2,0
90836,0,3,1,7,1,1
90837,0,1,2, ,3,2
90838,1,2,2,10,2,2
90839,0,0,2,0,1,1
90840,1,1,2,3,3,0
90841, , ,1,5,3,2
90842,0,1,1,7,0,1
90843,1,2,0,3,0,2
90844,0, ,0,4,0, 
90845,0, ,1,2,1,2
90846,0,1,2,9,0,0
90847,2,1,0,2,3,0
90848, ,0,1,0, ,0
90849,1,2,0,1,2, 
90850,1,0,0,6,2,1
90851,2,2,1,5,2,0
90852,0,1,1,7,2,1
90853,1,0,2,9,0,0
90854,1,4,1,1,0,0
90855,2,3,2,3,2,0
90856, ,3,2,1,1, 
90857,2,0,0,2, ,1
90858,2,0,2,3,0,2
90859, ,0,1, ,3,0
90860, ,3,1,5,1,1
90861,2,4,2,7,0,2
90862,0,3,2, ,2,2
90863,1,4,0,9,1,1
90864,1, ,1,10,3,2
90865, ,0,2, ,1,1
90866, ,0,0,6,0,1
90867,1,0,2,2,3,1
90868,0,4,1, ,2,2
90869,1,4,2,2,2,2
90870,2,0,1, ,2,0
90871,1,1,1,2,2,2
90872,2,4,1,0,3,0
90873,0,2,1,10,2,2
90874,1,1,1,7,0,0
90875,2,4,1,3,1,0
90876,2,3,2,8,3,2
90877,1,2,1,4,0,1
90878,0,2,0,2,3,0
90879, ,0,1,7,0,2
90880,0,1,0,0,0,0
90881,1,3,2,6,1,1
90882,1, ,2, ,3,2
90883,2,0,1, ,3,0
90884,2,2,0,10,1,0
90885, ,0,2,9,3,0
90886, ,3,2,2, , 
90887,1,2,1,4,2, 
90888,1,3,1,0,3,1
90889,1,2,2,4,2, 
90890,0,4,0,2,0, 
90891,2, ,2,1,3, 
90892,2,1,2,0,2,1
90893,2,4,0,6,3,0
90894,1,1,1,4,2, 
90895,1,4,0,0,3,2
90896, ,1,2,8,1,2
90897,0,0,1,2,2,1
90898,1,1,1, ,1,2
90899, ,3,2,7, ,0
90900,1,4,1, ,2,1
90901,2,2,1,8,3,1
90902, ,2,0,10,0,2
90903,2,2,2,7,0,2
90904,0,2,2, ,3,2
90905,1,4, ,6,0,1
90906,0,4,1,6,1,2
90907, , ,1,5,1,0
90908,0,2,1,3,3,2
90909,1,1,2,1,0,1
90910, ,2,2,7,2,1
90911,1,3,1,7,3,0
90912,1,0,0,3,0,0
90913,0,4,0,8,2,1
90914, ,3,0,8,2, 
90915,2,4,2,6, ,2
90916,0,3,2,3,2,0
90917,1,4,0,2,0,1
90918,0,4,2,6,1,1
90919,0,3,2,7,3,1
90920,2, ,1,0,1,2
90921,1, ,0, ,2, 
90922,2,0,0,9,0,2
